idx,company,website,tax1,tax2,tax3,city,notes,address,lat,lng
151,HELI PPE,http://www.helippe.com,Professional Services,Wind,Oil and Gas,Esbjerg,Wind Energy; Oil and gas,"Vesterhavsgade 145, Esbjerg 6700",55.47693,8.427992
152,KEM Offshore ApS,http://www.kem-offshore.dk,Mobility as a Service,Wind,,Esbjerg,Wind Energy; Oil and gas,"Vesterhavsgade 147, Esbjerg 6700",55.47718,8.427767
153,Hans Følsgaard A/S (HF),http://www.hf.net,Enabling Technologies/Components,Built Environment/Construction,Utility/Grid,Køge,Wind Energy Product Supplier,"Theilgaards Torv 1, Køge 4600",55.47741,12.18703
154,Omron Electronics A/S,http://www.industrial.omron.dk,Sensors,IoT/IIoT,Evaluation/Compliance,Køge,Wind Energy Product Supplier,"Theilgaards Torv 3, 1. sal, Køge 4600",55.47748,12.18826
155,Smedegaarden A/S,http://www.smedegaarden.net,Circular Economy,Professional Services,,Esbjerg,"Wind Energy; Oil and Gas, Other","Vikingkaj 5, Esbjerg 6700",55.47775,8.415846
156,SimService,http://simservice.dk/en/home/,IoT/IIoT,Enabling Technologies/Components,,Køge,Global wireless M2M communication,"Valdemarshaab 11, Køge 4600",55.47798,12.19336
157,Jupiter Bach A/S,http://www.jupiterbach.com,Wind,Enabling Technologies/Components,Manufacturing,Køge,Wind Energy Product Supplier,"Theilgaards Alle 4, Køge 4600",55.47805,12.18827
158,Senmatic A/S,http://www.senmatic.com,Sensors,IoT/IIoT,Lighting,Søndersø,Wind Energy Product Supplier,"Industrivej 8, Søndersø 5471",55.47869,10.24873
159,Oilpower Hydraulics A/S,http://www.oilpower.dk,Evaluation/Compliance,Professional Services,,Esbjerg,Wind Energy; Oil and Gas,"Skippergade 7, Esbjerg 6700",55.47941,8.419242
160,RelyOn Nutec,https://relyonnutec.com,Professional Services,,,Esbjerg Ø,Wind Energy; Oil and Gas,"Uglviggårdsvej 3, Esbjerg Ø 6705",55.48218,8.535862
161,Kirk Larsen & Ascarius,http://www.kirklarsen.dk,Law,Consulting,Professional Services,Esbjerg,Wind Energy consulting services,"Esbjerg Brygge 28, Esbjerg 6700",55.48238,8.415173
162,FURUNO Danmark AS,http://www.furuno.dk,IoT/IIoT,Enabling Technologies/Components,,Esbjerg,Wind Energy; Oil and Gas,"H.E. Bluhmesvej 77, Esbjerg 6700",55.48247,8.423862
163,Dropboy,https://dropboy.com/?lang=en,Mobility as a Service,IoT/IIoT,,Køge,Software for smart cargo transportation,"Gammel Lyngvej 2, Køge 4600",55.483559,12.184983
164,Nexttech,https://nexttech.dk/,Manufacturing,Enabling Technologies/Components,,Kolding,Wind Energy,"Tvedvej 7, Kolding 6000",55.48375,9.486118
165,AMU-Vest,http://www.amu-vest.dk/,Academia/Research,,,Esbjerg Ø,Wind Energy; Oil and Gas,"Spangsbjerg Møllevej 304-306, Esbjerg Ø 6705",55.4874,8.482549
166,Erhvervsakademi Sydvest,https://www.easv.dk/da/,Academia/Research,,,Esbjerg,Wind Energy; Oil and Gas,"Sp. Kirkevej 103, Esbjerg 6700",55.48778,8.446826
167,Kolding Municipality,https://kolding.dk/living-in-kolding,Solar,Energy Efficiency,,Kolding,Green and sustainable development,"Nytorv 11, Kolding 6000",55.48794,9.47042
168,ANDRITZ,https://andritz.com,Manufacturing,Enabling Technologies/Components,,Esbjerg,supplying wood pellet producers,"Glentevej 5, Esbjerg 6705",55.48831,8.470385
169,Iso Paint - a part of Tikkurila Danmark A/S,http://www.isopaint.com,Built Environment/Construction,,,Lunderskov,Surface treatment solutions,"Tværvej 8, Lunderskov 6640",55.48911,9.293042
170,Maersk Training,http://www.maersktraining.com,Professional Services,Wind,Oil and Gas,Esbjerg Ø,Wind Energy; Oil and Gas,"Ravnevej 12, Esbjerg Ø 6705",55.48943,8.478856
171,Fiskeri- og Søfartsmuseet,http://www.fimus.dk/,Wave/Water/Hydro,Academia/Research,Media,Esbjerg,Wind Energy; Oil and gas,"Tarphagevej 2, Esbjerg 6710",55.48955,8.410971
172,KE Fibertec,http://www.ke-fibertec.com,Built Environment/Construction,Energy Efficiency,,Vejen,Textile based ventilation,"Industrivej Vest 21, Vejen 6600",55.48998,9.121638
173,Solar Danmark A/S,https://www.solar.dk/,Solar,Professional Services,,Vejen,Wind Energy; Oil and Gas,"Industrivej Vest 44, Vejen 6600",55.49014,9.112849
174,Business Esbjerg,http://www.businessesbjerg.com,Professional Services,,,Esbjerg,"Wind Energy; Oil and Gas, Other","Niels Bohrs Vej 6, Esbjerg 6700",55.49021,8.447427
175,Dansk Materiale Netværk,http://www.dmn-net.com,Materials,Architecture/Design,Built Environment/Construction,Esbjerg,Wind Energy; Oil and Gas,"Niels Bohrs Vej 6, Esbjerg 6700",55.49021,8.447427
176,KC Business Development,http://www.kcbd.dk,Consulting,Professional Services,,Esbjerg,Wind Energy; Oil and Gas,"Niels Bohrs Vej 6, Esbjerg 6700",55.49021,8.447427
177,Syddansk Universitet (SDU),http://www.sdu.dk,Academia/Research,,,Kolding,"R&D, test & demonstration","Engstien 1, Kolding 6000",55.49075,9.46495
178,BSB Industry A/S,http://www.bsb-industry.com,Materials,Manufacturing,,Lunderskov,Wind Energy Product Supplier,"Industrivej 7, Lunderskov 6640",55.49116,9.296064
179,Rybners,http://www.rybners.dk,Academia/Research,,,Esbjerg,Wind energy training & certification,"Sp. Møllevej 72, Esbjerg 6700",55.49266,8.45776
180,Tricon Electric,http://www.tricon.dk/en/electric/energi/,Wind,Professional Services,,Kolding,Wind Energy Product Supplier,"Jihavegård 2, Kolding 6000",55.49597,9.473052
181,Lemvigh-Müller,https://www.lemu.dk/,Enabling Technologies/Components,Materials,Manufacturing,Køge,,"Ullsvej 5, Køge 4600",55.498836,12.154636
182,isoplus,https://isoplus.dk,Thermal Energy,Solar,Energy Efficiency,Middelfart,Pre-insulated pipe solutions,"Korsholm Alle 20, Middelfart 5500",55.49998,9.775153
183,Dinex Group,https://dinex.dk,Mobility as a Service,Manufacturing,,Middelfart,Exhaust end emission control products,"Fynsvej 39, Middelfart 5500",55.50058,9.767554
184,Fiberline Composites,https://fiberline.com,Wind,,,Middelfart,An alternative to tradition materials,"Barmstedt Alle 5, Middelfart 5500",55.50126,9.783223
185,Rescue Center Denmark,http://www.rescuecenter.dk,Academia/Research,Professional Services,,Esbjerg,Wind Energy; Oil and Gas,"Storstrømsvej 39, Esbjerg 6715",55.50344,8.472377
186,LivingPower,https://www.livingpower.dk/,Consulting,Academia/Research,Storage,Kolding,Clean energy technology,"Niels Bohrs Vej 3, Kolding 6000",55.50408,9.466117
187,CS Electric,https://www.cselectric.dk/,Professional Services,Energy Efficiency,Consulting,Esbjerg,Wind Energy; Oil and gas; Energy Storage; Integration of Renewables,"Lillebæltsvej 2, Esbjerg 6715",55.50587,8.466871
188,Atcom,http://www.atcom.dk/,IoT/IIoT,Engineering,Professional Services,Esbjerg N,Oil and Gas; Wind Energy,"Storstrømsvej 9, Esbjerg N 6715",55.50689,8.475485
189,Green Hydrogen Solutions,https://greenhydrogen.dk/,Hydrogen,,,Kolding,Green hydrogen electrolyzers,"Platinvej 29b, Kolding 6000",55.50708,9.44364
190,Global Gravity ApS,https://www.globalgravity.dk/,Mobility as a Service,Oil and Gas,,Esbjerg,Wind Energy; Oil and Gas,"Lillebæltsvej 39, Esbjerg 6715",55.50748,8.461465
191,EMS ApS,http://www.ems.as,Professional Services,Engineering,Built Environment/Construction,Esbjerg,Wind Energy; Oil and Gas,"Lillebæltsvej 37, Esbjerg 6715",55.50775,8.463656
192,HYTOR A/S,http://www.hytor.com,Professional Services,Wind,Oil and Gas,Esbjerg Ø,Wind Energy; Oil and Gas,"Guldborgsundvej 1, Esbjerg Ø 6705",55.50951,8.493338
193,Sihm Højtryk A/S,http://www.sihm.dk,Manufacturing,Enabling Technologies/Components,Oil and Gas,Esbjerg Ø,Wind Energy; Oil and Gas,"Guldborgsundvej 3, Esbjerg Ø 6705",55.50971,8.494718
194,Semco Maritime,http://www.semcomaritime.com,Engineering,Professional Services,Built Environment/Construction,Esbjerg V,EPCI solutions for offshore wind,"Stenhuggervej 12, Esbjerg V 6710",55.50991,8.411585
195,JØRN BOLDING A/S,http://www.bolding.as/,Mobility as a Service,Built Environment/Construction,Wind,Esbjerg,Wind Energy; Oil and gas,"Håndværkervej 55, Esbjerg 6710",55.51108,8.411884
196,Holtec Automatic,https://holtec.dk,Professional Services,Enabling Technologies/Components,Consulting,Esbjerg N,Automatic electrical engineering,"Sallingsundvej 2, Esbjerg N 6715",55.51253,8.465904
197,Scandinavian Fittings & Flanges Aps,http://www.sffgroup.com,Oil and Gas,Enabling Technologies/Components,,Esbjerg N,Wind Energy; Oil and Gas,"Sallingsundvej 7, Esbjerg N 6715",55.51253,8.463802
198,Esbjerg Oiltool A/S,https://www.estool.dk,Oil and Gas,Professional Services,Enabling Technologies/Components,Esbjerg V,Oil and Gas,"Håndværkervej 67, Esbjerg V 6710",55.51275,8.411655
199,KLINGSPOR A/S,http://www.klingspor.dk,Enabling Technologies/Components,Manufacturing,,Kolding,Wind Energy Product Supplier,"Birkemose Allé 2, Kolding 6000",55.51347,9.509262
200,FUTURE FARMING APS,http://www.futurefarming.dk,Circular Economy,,,Holsted,Modern agricultural solutions,"Guldagervej 11, Holsted 6670",55.51349,8.928182
201,Alfa Laval,https://alfalaval.dk,Manufacturing,Enabling Technologies/Components,Professional Services,Kolding,Process technology solutions,"Albuen 31, Kolding 6000",55.51494,9.448667
202,Ørsted,https://orsted.com,Generation/Transmission,Wind,Biofuels,Fredericia,Green energy producer,"Kraftværksvej 53, Fredericia 7000",55.516191,9.62402
203,Belman,https://www.belman.com/,Enabling Technologies/Components,Manufacturing,Engineering,Esbjerg N,Manufacturing of expansion joints,"Oddesundvej 18, Esbjerg N 6715",55.51671,8.458711
204,AWILCO,https://www.awilco.dk/,Marketing,Storage,Enabling Technologies/Components,Skensved,,"Yderholmvej 64, Skensved 4623",55.51891,12.15646
205,Wind And Water Technology,http://www.wawt.dk,Wind,Wave/Water/Hydro,Professional Services,Esbjerg V,"Wind Energy; Oil and Gas, Other","Guldagervej 56, Esbjerg V 6710",55.53205,8.391432
206,Energy Cool,https://energy-cool.com,Enabling Technologies/Components,IoT/IIoT,,Fredericia,Technical solutions for cooling,"Navervej 10, Fredericia 7000",55.53307,9.712694
207,Windpal,https://windpal.co.jp,Wind,Engineering,Professional Services,Esbjerg V,Offshore wind solutions,"Jacob Sørensens Vej 69, Esbjerg V 6710",55.53317,8.40733
208,Solrød Municipality,https://solrod.dk,Policy,,,Solrød Strand,Bioenergy; Environment & Resources; Heating & Cooling; Intelligent Energy,"Solrød Center 1, Solrød Strand 2680",55.53392,12.21426
209,LM Wind Power,http://www.lmwindpower.com/,Wind,,,Kolding,Wind turbine blades,"Jupitervej 6, Kolding 6000",55.53451,9.468857
210,Vattenfall,https://group.vattenfall.com/dk/,Generation/Transmission,Energy Systems/Management,,Kolding,Energy utility company,"Jupitervej 6, 2. Sal, Kolding 6000",55.53451,9.468857
211,Energinet,https://en.energinet.dk/,Energy Systems/Management,Generation/Transmission,,Fredericia,Transmission systems for electricity,"Tonne Kjærsvej 65, Fredericia 7000",55.53452,9.70077
212,EWII,https://ewii.com,Professional Services,Energy Systems/Management,,Kolding,Managing shared infrastructure,"Kokbjerg 30, Kolding 6000",55.53519,9.485862
213,Danish District Heating Association,http://www.danskfjernvarme.dk/english,Built Environment/Construction,Thermal Energy,Energy Efficiency,Kolding,Association for district heatin companies,"Merkurvej 7, Kolding 6000",55.53684,9.464771
214,DEME Offshore,http://www.a2sea.com,Wave/Water/Hydro,Energy Efficiency,,Fredericia,"Transport, logistics & installation","Kongens Kvarter 51, Fredericia 7000",55.54117,9.683008
215,Dynamica Ropes,http://www.dynamica-ropes.com,Manufacturing,,,Fredericia,Wind Energy; Oil and Gas,"Børupvej 80, Fredericia 7000",55.54154,9.637818
216,Dansk Gummi Industri,http://www.danskgummi.dk,Manufacturing,IoT/IIoT,Professional Services,Kolding,Wind Energy Product Supplier,"Profilvej 18, Kolding 6000",55.54229,9.503809
217,ABB,http://www.abb.dk,Enabling Technologies/Components,Manufacturing,,Fredericia,Wind Energy Product Supplier,"Håndværkervej 23, Fredericia 7000",55.542328,9.698227
218,Lemvigh-Müller A/S,http://www.lemu.dk,Enabling Technologies/Components,Materials,Manufacturing,Kolding,"Wind Energy; Oil and Gas, Other","Nordager 1, Kolding 6000",55.54568,9.480017
219,Fredericia Wastewater and Energy,https://frse.dk,Circular Economy,Environmental Remediation,,Fredericia,Waste water plant,"Røde Banke 16, Fredericia 7000",55.55212,9.721907
220,Center Denmark Fonden,https://www.centerdenmark.com/en/,Accelerator/Incubator,IoT/IIoT,Evaluation/Compliance,Fredericia,Wind Energy; Energy storage; Integration of Renewables,"Vendersgade 74, Fredericia 7000",55.56113,9.754577
221,Den Danske Vedligeholdsforening,http://www.ddv.org,Professional Services,Energy Systems/Management,,Fredericia,Wind Energy; Oil ang Gas; Other; Integration of Renewables,"Købmagergade 86, 2. sal, Fredericia 7000",55.56214,9.758728
222,Fredericia Maskinmesterskole,http://www.fms.dk,Academia/Research,,,Fredericia,Oil and Gas; Wind Energy,"Købmagergade 86, Fredericia 7000",55.56214,9.758728
223,Dansk Overskudsenergi A/S,http://www.danskoverskudsenergi.dk,Storage,Manufacturing,,Karlslunde,Energy storage; Other,"Vårgyvelvej 43, Karlslunde 2690",55.56298,12.25788
224,Caverion,http://www.caverion.dk,Built Environment/Construction,IoT/IIoT,Professional Services,Fredericia,Wind Energy; Oil and Gas,"Vejlevej 123, Fredericia 7000",55.56877,9.711974
225,Shell Denmark,http://www.shell.dk,Oil and Gas,Energy Systems/Management,Generation/Transmission,Fredericia,Oil and Gas; Integration of Renewables,"Egeskovvej 265, Fredericia 7000",55.59047,9.75367
226,PHOENIX CONTACT,http://www.phoenixcontact.dk/,Lighting,IoT/IIoT,Sensors,Hvidovre,Wind Energy Product Supplier,"Hammerholmen 48, Hvidovre 2650",55.60606,12.48061
227,Lynettens Vindkraft,http://www.lynettenvind.dk/,Wind,,,Kastrup,Wind turbine farm,"Rhodesiavej 2, Kastrup 2770",55.60681,12.57745
228,MAN PrimeServ On-site Recovery,https://primeserv.man-es.com/,Energy Systems/Management,Evaluation/Compliance,,Ishøj,Wind Energy operation & maintenance,"Industrivangen 16, Ishøj 2635",55.60685,12.3524
229,WattsUp Power,https://wattsuppower.com/,Storage,Enabling Technologies/Components,,Hvidovre,Energy storage,"Sydholmen 8, Hvidovre 2650",55.60738,12.47047
230,BWT Denmark,http://www.bwt-group.com/en/Pages/default.aspx,Wave/Water/Hydro,Environmental Remediation,,Greve,Advanced water treatment,"Geminivej 24, Greve 2670",55.60967,12.30366
231,Altiflex,http://www.altiflex.dk/en/,Built Environment/Construction,Energy Efficiency,Materials,Hvidovre,High performance temporary walls,"Nordholmen 10, Hvidovre 2650",55.61167,12.47329
232,Titan Wind Energy (Europe) A/S,http://www.titan-wind.com,Wind,Manufacturing,Professional Services,Varde,Wind Energy Product Supplier,"Engdraget 20, Varde 6800",55.61225,8.468867
233,Copenhagen Pump by Summit Electronics,https://www.summit.dk/en/suppliers/copenhagen-pump-en/,Engineering,Enabling Technologies/Components,Professional Services,Hvidovre,"Wind Energy; Oil and Gas, Other","Stamholmen 147, Hvidovre 2650",55.615039,12.474372
234,DHL Global Forwarding,http://www.dhl.com/industrialprojects,Mobility as a Service,,,Kastrup,"Transport, logistics & installation","Kirstinehøj 42, Kastrup 2770",55.61635,12.62005
235,ROTEK,http://www.rotek.dk/,Manufacturing,Wave/Water/Hydro,Built Environment/Construction,Ishøj,,"Baldershøj 36C, Ishøj 2635",55.616445,12.316934
236,KlimaEnergi,https://klimaenergi.dk/,Solar,Enabling Technologies/Components,Storage,Egtved,,"Tybovej 3, Egtved 6040",55.62159,9.30956
237,MuchMoreWater,http://www.muchmorewater.com/,Wave/Water/Hydro,Energy Efficiency,Environmental Remediation,Roskilde,,"Staerkendevej 43, Roskilde 4000",55.62344,12.1513
238,Federation of Danish Building Industries,https://di.dk,Media,Marketing,,Copenhagen S,,"Hannemanns Allé 25, Copenhagen S 2300",55.6265,12.57681
239,3M,http://www.3mdanmark.dk,Security/Cybersecurity,Enabling Technologies/Components,,Copenhagen,Wind Energy Product Supplier,"Hannemanns Allé 53, Copenhagen 2300",55.62727,12.5796
240,Ramboll,https://ramboll.com,Engineering,Architecture/Design,Consulting,Copenhagen S,"Engineering, consultancy and design","Hannemanns Allé 53, Copenhagen S 2300",55.62727,12.5796
241,Rittal A/S,http://www.rittal.dk,IoT/IIoT,Manufacturing,Consulting,Vallensbæk Strand,Wind Energy Product Supplier,"Delta Park 37, Vallensbæk Strand 2665",55.62795,12.3864
242,Sunfactor,https://sunfactor.dk/,Solar,Energy Efficiency,,Kirke Såby,,"Mandøvej 9, Kirke Såby 4060",55.63124,11.87134
243,Atkins Danmark,https://atkins.dk,Consulting,Built Environment/Construction,Professional Services,Copenhagen S,Multidisciplinary consultancy,"Arne Jacobsens Allé 17, Copenhagen S 2300",55.63164,12.57927
244,Zacco Danmark A/S,http://www.zacco.com,Insurance,Security/Cybersecurity,Professional Services,Copenhagen,Wind Energy; Oil ang Gas; Other; Integration of Renewables,"Arne Jacobsens Allé 15, Copenhagen 2300",55.63173,12.57868
245,LERBA Consult ApS,http://www.lerba-consult.dk/,Consulting,Energy Systems/Management,,Børkop,Wind Energy; Other; Energy Storage; Integration of Renewables,"Dagmarsvej 22, Børkop 7080",55.63519,9.652299
246,DLF Seeds & Science,https://dlf.com,Circular Economy,Energy Efficiency,,Roskilde,Plant-breeding programmes,"Ny Østergade 9, Roskilde 4000",55.63866,12.09159
247,HOFOR,http://www.hofor.dk,Built Environment/Construction,Wave/Water/Hydro,,Copenhagen,Copenhagen Utilities,"Ørestads Boulevard 35, Copenhagen 2300",55.63986,12.58419
248,Momentum Gruppen,https://momentum-gruppen.com,Finance,Solar,Wind,Roskilde,Wind turbine and solar plants services,"Københavnsvej 4, Roskilde 4000",55.64058,12.09528
249,Startak,http://www.solartrackercontroller.com/,Solar,IoT/IIoT,,Roskilde,Sun position tracking control system,"Københavnsvej 66E, Roskilde 4000",55.64144,12.1058
250,Weidmüller Danmark A/S,http://www.weidmuller.dk,IoT/IIoT,Energy Systems/Management,,Brøndby,Wind Energy Product Supplier,"Vallensbækvej 18A, Brøndby 2605",55.64392,12.39361
251,Tikkurila Danmark A/S,http://www.tikkurilagroup.com,Built Environment/Construction,,,Vallensbæk,"Wind Energy; Oil and Gas, Other","Vallensbækvej 46, Vallensbæk 2625",55.64427,12.37713
252,Orbicon,https://orbicon.com,Consulting,Professional Services,,Taastrup,Climate and environment consultancy,"Linnés Allé 2, Taastrup 2630",55.64494,12.26497
253,SAS,https://flysas.com,Mobility as a Service,Biofuels,,Copenhagen S,Transport for passengers and cargo,"Hedegaardsvej 88, Copenhagen S 2300",55.64576,12.64132
254,Nerve Smart Systems,https://nervesmartsystems.com/,Storage,Enabling Technologies/Components,,Roskilde,Battery management systems,"Langebjergvænget 19A, Roskilde 4000",55.64743,12.14229
255,ROCKWOOL Group,http://www.rockwoolgroup.com/,Built Environment/Construction,Manufacturing,Professional Services,Hedehusene,Stone wool solutions,"Hovedgaden 584, Hedehusene 2640",55.64863,12.17512
256,CLEVER,https://clever.dk/charge-ev-in-denmark/buy-charging/,Mobility as a Service,Storage,,Copenhagen SV,Electric mobility operator,"Støberigade 14, Copenhagen SV 2450",55.64873,12.55021
257,Kiteborne Energy IVS,http://www.kiteborne.dk/,Wave/Water/Hydro,Energy Efficiency,,Copenhagen,Wind energy;Other,"40 Sjælør Boulevard, Copenhagen 2450",55.6496,12.52866
258,Terranol,http://www.terranol.com,Biofuels,Chemistry,,Copenhagen SV,Yeasts for bioethanol production,"A. C. Meyers Vænge 15, Copenhagen SV 2450",55.65039,12.5432
259,SIGNALIX Wireless,https://www.signalix.dk/,IoT/IIoT,Sensors,Professional Services,Hvidovre,Wireless communication technology,"Sønderkær 25, Hvidovre 2650",55.65049,12.48294
260,Bladena,https://www.bladena.com/,Wind,Insurance,Finance,Roskilde,Wind Energy,"Universitetsparken 7, Roskilde 4000",55.65063,12.137
261,MAN Energy Solutions,https://www.man-es.com/,Storage,Energy Efficiency,,Copenhagen SV,Engines and turbo-machinery,"Teglholmsgade 41, Copenhagen SV 2450",55.65168,12.55812
262,FORCE Technology,https://forcetechnology.com,Professional Services,Consulting,,Brøndbyvester,Renewable energy specialists,"Park Allé 345, Brøndbyvester 2605",55.65169,12.38599
263,AEM Engineering,https://aem-engineering.dk,Biofuels,Generation/Transmission,Engineering,Vallensbæk,Technical consultancy on gas,"Hyrdeengen 37, Vallensbæk 2625",55.6523,12.36602
264,Fibox A/S,http://www.fibox.dk,Materials,Manufacturing,,Taastrup,Wind Energy Product Supplier,"Selsmosevej 2, Taastrup 2630",55.65304,12.30143
265,Roskilde University,http://www.ruc.dk/en/,Academia/Research,,,Roskilde,Research and research-based teaching,"Universitetsvej 1, Roskilde 4000",55.65333,12.1405
266,Equinor,https://www.equinor.com/en/where-we-are/denmark.html,Oil and Gas,Professional Services,,Kalundborg,Energy trading and oil refinery,"Melbyvej 10, Kalundborg 4400",55.65449,11.11421
267,Danish Maritime Authority,https://dma.dk,Mobility as a Service,,,Copenhagen,The Danish Maritime Authority,"Carl Jacobsens Vej 31, Copenhagen 2500",55.65487,12.51439
268,Nilfisk Holding A/S,https://new.nilfisk.com,Engineering,Marketing,Manufacturing,Brøndby,,"Kornmarksvej 1, Brøndby 2605",55.65487,12.37685
269,Gate 21,http://www.gate21.dk/?lang=en,Professional Services,Media,,Albertslund,Partnership for green transition,"Liljens Kvarter 2, Albertslund 2620",55.65561,12.34937
270,Lighting Metropolis,https://lightingmetropolis.com,Lighting,Energy Efficiency,,Albertslund,Smart urban lighting,"Vognporten 2, Albertslund 2620",55.65606,12.35121
271,City of Albertslund,http://www.albertslund.dk/servicemenu/english/,Energy Efficiency,Built Environment/Construction,Environmental Remediation,Albertslund,A living climate laboratory,"Nordmarks Alle 1, Albertslund 2620",55.65692,12.35802
272,H. Lundbeck A/S,https://lundbeck.com,Chemistry,,,Valby,,"Ottiliavej 9, Valby 2500",55.65808,12.51682
273,TyskSolenergi,http://www.tysksolenergi.dk/,Solar,Storage,Professional Services,Hvidovre,,"Kirkebroen 10, Hvidovre 2650",55.65818,12.4684
274,Stena Recycling A/S,http://www.stenarecycling.com,Circular Economy,Materials,,Brøndby,Wind Energy,"Banemarksvej 40, Brøndby 2605",55.65841,12.3724
275,Water in Urban Areas,http://www.vandibyer.dk/,Wave/Water/Hydro,Media,Professional Services,Tåstrup,Network for water innovation,"Gregersensvej 1, Tåstrup 2630",55.65869,12.27347
276,Danish Technological Institute,https://www.dti.dk/,Academia/Research,IoT/IIoT,,Taastrup,Technological industry services,"Gregersensvej, Taastrup 2630",55.65907,12.26869
277,Urland ApS,http://www.urland.dk,Architecture/Design,Engineering,,Copenhagen,Wind Energy consulting services,"Otto Busses Vej, Copenhagen 2450",55.6594,12.55073
278,Living Energy International,https://livingenergy-int.com,Solar,Lighting,Storage,Copenhagen,Solar street lighting,"Bjørnsonsvej 6, Valby, Copenhagen 2500",55.65968,12.52165
279,Green Lab for Energy Efficient Buildings – GLEEB,http://www.dti.dk/services/green-lab-for-energy-efficient-buildings-gleeb/introduction/33855,Enabling Technologies/Components,Energy Systems/Management,Energy Efficiency,Taastrup,Energy efficient buildings,"Gregersensvej 2, Taastrup 2630",55.65983,12.27269
280,IT University of Copenhagen,http://en.itu.dk/,Academia/Research,Energy Efficiency,,Copenhagen S,Technology research projects,"Rued Langgaards Vej 7, København S, Copenhagen S 2300",55.65989,12.59119
281,National Oilwell Varco Denmark,https://nov.com/flexibles,Enabling Technologies/Components,Oil and Gas,,Brøndbyvester,Flexible water pipe solutions,"Priorparken 480, Brøndbyvester 2605",55.66046,12.41569
282,FLSmidth & Co.,https://flsmidth.com,Professional Services,Enabling Technologies/Components,,Copenhagen,Supplier to the global minerals industry,"Vigerslev Allé 77, Valby, Copenhagen 2500",55.66057,12.50991
283,Tomorrow,https://www.tmrow.com/,Consulting,IoT/IIoT,Professional Services,Copenhagen S,Data analysis company,"Emil Holms Kanal 14, Copenhagen S 2300",55.66119,12.59198
284,Scandlines,https://scandlines.com,Mobility as a Service,,,Copenhagen V,Plug-in hybrid ferries,"Havneholmen 25, Copenhagen V 1561",55.66149,12.56359
285,Dissing+Weitling,https://dissingweitling.dk,Architecture/Design,Mobility as a Service,Professional Services,Copenhagen S,"Bridges, buildings and renovation","Artillerivej 86, 1, Copenhagen S 2300",55.66214,12.57795
286,Alexandra Institute,https://alexandra.dk,Consulting,Security/Cybersecurity,,Copenhagen S,From R&D to conceptual solutions,"Njalsgade 76, 3, Copenhagen S 2300",55.66226,12.58717
287,Desupervised,http://www.desupervised.io,IoT/IIoT,Academia/Research,,Copenhagen,Wind Energy; Oil ang Gas; Other; Integration of Renewables; Energy Storage,"Njalsgade 76, Copenhagen 2300",55.66226,12.58717
288,out-sider,https://out-sider.dk,Circular Economy,Materials,,Copenhagen S,Furniture and lighting for urban spaces,"Kigkurren 8A, Copenhagen S 2300",55.66243,12.57631
289,Cubris,http://www.cubris.dk/,Mobility as a Service,Energy Efficiency,IoT/IIoT,Copenhagen S,Sustainable railway solutions,"Ebertsgade 2, Copenhagen S 2300",55.6625,12.60204
290,DANVAK,https://danvak.dk/,Media,Professional Services,,Copenhagen,Other,"Islands Brygge 26, 4. tv., Copenhagen 2300",55.66262,12.57059
291,Babcock & Wilcox Vølund,https://volund.dk,Thermal Energy,Wave/Water/Hydro,Circular Economy,Glostrup,Converting waste into heat and power,"Odinsvej 19, Glostrup 2600",55.66309,12.37611
292,RACELL,https://racell.dk/,Solar,Energy Efficiency,Thermal Energy,Albertslund,,"Roskildevej 22, Albertslund 2620",55.66373,12.35906
293,Brd. Klee,http://www.klee.dk/,Enabling Technologies/Components,Manufacturing,,Albertslund,Wind Energy operation & maintenance,"Gadagervej 11, Albertslund 2620",55.66392,12.34298
294,Thorkil Jorgensen Consulting Engineers,https://tjri.com,Engineering,Consulting,Built Environment/Construction,Copenhagen S,Green building designers,"Lemberggade 28, 1. th., Copenhagen S 2300",55.66403,12.62092
295,Fritz Schur Technical Group A/S,http://www.fstg.dk/,Professional Services,Consulting,,Albertslund,Wind Energy Product Supplier,"Roskildevej 8-10, Albertslund 2620",55.66428,12.36822
296,Hans Buch,http://www.hansbuch.dk,Enabling Technologies/Components,Consulting,,Albertslund,"Transport, logistics & installation","Roskildevej 8-10, Albertslund 2620",55.66428,12.36822
297,Atlas Copco Industrial Technique,https://www.atlascopco.com/da-dk,Built Environment/Construction,Energy Efficiency,Enabling Technologies/Components,Albertslund,Wind Energy operation & maintenance,"Djursvang 5B, Albertslund 2620",55.66559,12.35672
298,Schmidt Hammer Lassen Architects,http://www.shl.dk/,Architecture/Design,Energy Efficiency,,Copenhagen S,Award-winning architectural practice,"Njalsgade 17a, Copenhagen S 2300",55.66619,12.57998
299,Green Labs DK,https://ens.dk/ansvarsomraader/forskning-udvikling/green-labs-dk,Professional Services,Finance,Enabling Technologies/Components,Copenhagen K,Testing energy and climate technologies,"Carsten Niebuhrs Gade 43
 DK-1577 Copenhagen V",55.666244,12.56428
300,Danish Energy Agency,https://ens.dk/en,Policy,Energy Systems/Management,Professional Services,Copenhagen K,Reducing consumption,"Carsten Niebuhrs Gade 43
 DK-1577 Copenhagen V",55.66625,12.564355
301,Anyware Solutions,https://anyware.solutions/?v=dd65ef9a5579,Lighting,Energy Efficiency,IoT/IIoT,Valby,Consumer ligthing technology,"Monrads Allé 9, Valby 2500",55.66658,12.50061
